rank_by_score,disease_id,evidence_mode,target_id,target_symbol,target_name,association_score,ds_clinical_precedence,ds_gwas_credible_sets,ds_eva,ds_genomics_england,ds_eva_somatic,ds_europepmc,prio_geneticConstraint,prio_hasHighQualityChemicalProbes,prio_hasLigand,prio_hasPocket,prio_hasSafetyEvent,prio_hasSmallMoleculeBinder,prio_isInMembrane,prio_isSecreted,prio_maxClinicalStage,prio_mouseKOScore,prio_mouseOrthologMaxIdentityPercentage,prio_paralogMaxIdentityPercentage,prio_tissueDistribution,prio_tissueSpecificity,prio_geneEssentiality,ds_impc,ds_gene_burden,ds_uniprot_variants,ds_uniprot_literature,prio_isCancerDriverGene,ds_expression_atlas,prio_hasTEP,rank_by_score_clean
9794,MONDO_0005148,direct_only,ENSG00000258597,SERPINA2,serpin family A member 2 (gene/pseudogene),0.0014783194187388,,,,,,0.0121586159522324,,,,,,,0.0,0.0,,0.0,0.0,0.0,1.0,1.0,,,,,,,,,9543
9795,MONDO_0005148,direct_only,ENSG00000188488,SERPINA5,serpin family A member 5,0.0014783194187388,,,,,,0.0121586159522324,0.5324875896304468,,0.0,1.0,255.0,0.0,0.0,1.0,,-0.182655218535544,0.0,0.0,0.0,0.5,0.0,,,,,,,,9544
9796,MONDO_0005148,direct_only,ENSG00000087365,SF3B2,splicing factor 3b subunit 2,0.0014783194187388,,,,,,0.0121586159522324,-0.922338665195808,,0.0,0.0,,0.0,0.0,0.0,,,0.7932949999999999,,-1.0,-1.0,-1.0,,,,,,,,9545
9797,MONDO_0005148,direct_only,ENSG00000144040,SFXN5,sideroflexin 5,0.0014783194187388,,,,,,0.0121586159522324,0.3143960286817429,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.8676450000000002,0.0,-1.0,0.5,0.0,,,,,,,,9546
9798,MONDO_0005148,direct_only,ENSG00000148082,SHC3,SHC adaptor protein 3,0.0014783194187388,,,,,,0.0121586159522324,-0.7709873138444567,,0.0,0.0,,0.0,0.0,0.0,,,0.5622900000000002,0.0,0.0,1.0,0.0,,,,,,,,9547
9799,MONDO_0005148,direct_only,ENSG00000168779,SHOX2,SHOX homeobox 2,0.0014783194187388,,,,,,0.0121586159522324,-0.3355763927192499,,0.0,0.0,,0.0,0.0,0.0,,-0.9058614336711588,0.9059550000000002,-0.1144200000000001,0.5,0.5,0.0,,,,,,,,9548
9800,MONDO_0005148,direct_only,ENSG00000235300,SKAP1-AS2,SKAP1 antisense RNA 2,0.0014783194187388,,,,,,0.0121586159522324,,,,,,,,,,,,,,,,,,,,,,,9549
9802,MONDO_0005148,direct_only,ENSG00000231234,SKP1P1,SKP1 pseudogene 1,0.0014783194187388,,,,,,0.0121586159522324,,,,,,,,,,,,,,,,,,,,,,,9550
9803,MONDO_0005148,direct_only,ENSG00000104888,SLC17A7,solute carrier family 17 member 7,0.0014783194187388,,,,,,0.0121586159522324,-0.8206287920573635,,0.0,0.0,,0.0,1.0,0.0,,-0.8029673972538232,0.92857,-0.4285724999999999,0.0,0.75,0.0,,,,,,,,9551
9804,MONDO_0005148,direct_only,ENSG00000173638,SLC19A1,solute carrier family 19 member 1,0.0014783194187388,,,,,,0.0121586159522324,0.7341423055708769,0.0,1.0,0.0,255.0,1.0,1.0,0.0,,-0.8409369322974377,0.0,0.0,0.0,0.5,0.0,,,,,,,,9552
9805,MONDO_0005148,direct_only,ENSG00000079215,SLC1A3,solute carrier family 1 member 3,0.0014783194187388,,,,,,0.0121586159522324,-0.558742415885273,,1.0,0.0,,1.0,0.0,0.0,,-0.3412393969369942,0.8339500000000001,-0.1835799999999999,-1.0,0.75,0.0,,,,,,,,9553
9806,MONDO_0005148,direct_only,ENSG00000171612,SLC25A33,solute carrier family 25 member 33,0.0014783194187388,,,,,,0.0121586159522324,-0.3780474351902924,,0.0,0.0,,0.0,0.0,0.0,,,0.5638649999999998,0.0,-1.0,0.5,0.0,,,,,,,,9554
9807,MONDO_0005148,direct_only,ENSG00000005022,SLC25A5,solute carrier family 25 member 5,0.0014783194187388,,,,,,0.0121586159522324,,,0.0,0.0,,1.0,0.0,0.0,,,0.8993299999999997,-0.7986574999999998,-1.0,-1.0,0.0,,,,,,,,9555
9808,MONDO_0005148,direct_only,ENSG00000174669,SLC29A2,solute carrier family 29 member 2,0.0014783194187388,,,,,,0.0121586159522324,0.0843905129619415,,0.0,0.0,,1.0,1.0,0.0,,0.0,0.4407899999999998,0.0,0.0,0.75,0.0,,,,,,,,9556
9809,MONDO_0005148,direct_only,ENSG00000205060,SLC35B4,solute carrier family 35 member B4,0.0014783194187388,,,,,,0.0121586159522324,-0.1645890788747931,,0.0,0.0,,0.0,0.0,0.0,,-0.8259189143797074,0.5468299999999999,0.0,-1.0,-1.0,0.0,,,,,,,,9557
9811,MONDO_0005148,direct_only,ENSG00000143036,SLC44A3,solute carrier family 44 member 3,0.0014783194187388,,,,,,0.0121586159522324,0.3554329840044126,,0.0,0.0,,0.0,0.0,0.0,,-0.7030054336421915,0.050535,0.0,0.0,-1.0,0.0,,,,,,,,9558
9812,MONDO_0005148,direct_only,ENSG00000137968,SLC44A5,solute carrier family 44 member 5,0.0014783194187388,,,,,,0.0121586159522324,-0.178819635962493,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,,,9559
9813,MONDO_0005148,direct_only,ENSG00000114923,SLC4A3,solute carrier family 4 member 3,0.0014783194187388,,,,,,0.0121586159522324,-0.6220628792057363,,0.0,0.0,,0.0,0.0,0.0,,-0.6584870551164812,0.7767850000000003,0.0,0.0,0.5,0.0,,,,,,,,9560
9814,MONDO_0005148,direct_only,ENSG00000033867,SLC4A7,solute carrier family 4 member 7,0.0014783194187388,,,,,,0.0121586159522324,-0.622173193601765,,0.0,0.0,,0.0,1.0,0.0,,-0.9335381923192296,0.2454349999999998,-0.1262899999999998,-1.0,0.5,0.0,,,,,,,,9561
9815,MONDO_0005148,direct_only,ENSG00000164363,SLC6A18,solute carrier family 6 member 18,0.0014783194187388,,,,,,0.0121586159522324,0.3054605626034197,,0.0,0.0,,0.0,0.0,0.0,,-0.678078939273678,0.0,0.0,1.0,1.0,0.0,,,,,,,,9562
9816,MONDO_0005148,direct_only,ENSG00000170290,SLN,sarcolipin,0.0014783194187388,,,,,,0.0121586159522324,0.7585217870932157,,0.0,0.0,,0.0,0.0,0.0,,-0.7740092416924427,,,0.0,0.75,0.0,,,,,,,,9563
9818,MONDO_0005148,direct_only,ENSG00000120693,SMAD9,SMAD family member 9,0.0014783194187388,,,,,,0.0121586159522324,0.0906784335355763,,0.0,0.0,,0.0,0.0,0.0,,-0.6103741344803267,,-0.5074950000000001,0.0,0.5,0.0,,,,,,,,9564
9819,MONDO_0005148,direct_only,ENSG00000073584,SMARCE1,SWI/SNF related BAF chromatin remodeling complex subunit E1,0.0014783194187388,,,,,,0.0121586159522324,-0.8733590733590734,,0.0,0.0,,0.0,0.0,0.0,,-0.6073682676390835,0.86618,0.0,-1.0,-1.0,-1.0,,,,,255.0,,,9565
9820,MONDO_0005148,direct_only,ENSG00000108055,SMC3,structural maintenance of chromosomes 3,0.0014783194187388,,,,,,0.0121586159522324,-0.9862107004964148,,0.0,0.0,,0.0,0.0,0.0,,-0.8235961212298539,0.99589,0.0,-1.0,-1.0,-1.0,,,,,,,,9566
9821,MONDO_0005148,direct_only,ENSG00000205571,SMN2,"survival of motor neuron 2, centromeric",0.0014783194187388,,,,,,0.0121586159522324,,0.0,,,,,0.0,0.0,1.0,-0.9346515384183384,0.1156449999999999,-1.0,0.0,-1.0,,,,,,,,,9567
9823,MONDO_0005148,direct_only,ENSG00000128602,SMO,"smoothened, frizzled class receptor",0.0014783194187388,,,,,,0.0121586159522324,-0.4279095421952564,1.0,1.0,0.0,,1.0,1.0,0.0,1.0,-0.9345422342531642,0.6505699999999998,0.0,0.0,-1.0,0.0,,,,,255.0,,,9568
9824,MONDO_0005148,direct_only,ENSG00000101400,SNTA1,syntrophin alpha 1,0.0014783194187388,,,,,,0.0121586159522324,0.0214009928295642,,0.0,0.0,,0.0,1.0,0.0,,-0.217977470140368,0.6138599999999996,0.0,-1.0,0.5,0.0,,,,,,,,9569
9826,MONDO_0005148,direct_only,ENSG00000147164,SNX12,sorting nexin 12,0.0014783194187388,,,,,,0.0121586159522324,,,0.0,0.0,,0.0,0.0,0.0,,,1.0,-0.4598775,-1.0,-1.0,0.0,,,,,,,,9570
9827,MONDO_0005148,direct_only,ENSG00000172845,SP3,Sp3 transcription factor,0.0014783194187388,,,,,,0.0121586159522324,-0.9403199117484832,,0.0,0.0,,0.0,0.0,0.0,,-0.7723000643843899,0.8335450000000002,0.0,-1.0,-1.0,0.0,,,,,,,,9571
9828,MONDO_0005148,direct_only,ENSG00000171489,SPACA5,sperm acrosome associated 5,0.0014783194187388,,,,,,0.0121586159522324,,,,,,,0.0,1.0,,,0.0,-1.0,1.0,0.5,,,,,,,,,9572
9830,MONDO_0005148,direct_only,ENSG00000178287,SPAG11A,sperm associated antigen 11A,0.0014783194187388,,,,,,0.0121586159522324,0.940761169332598,,0.0,0.0,,0.0,0.0,1.0,,,0.0,-0.94361,1.0,1.0,,,,,,,,,9573
9831,MONDO_0005148,direct_only,ENSG00000164871,SPAG11B,sperm associated antigen 11B,0.0014783194187388,,,,,,0.0121586159522324,0.7646993932708219,,0.0,0.0,,0.0,0.0,1.0,,,0.0,-0.94361,1.0,1.0,,,,,,,,,9574
9833,MONDO_0005148,direct_only,ENSG00000061656,SPAG4,sperm associated antigen 4,0.0014783194187388,,,,,,0.0121586159522324,0.4892443463872036,,0.0,0.0,,0.0,0.0,0.0,,-0.2071539684522433,0.0961100000000001,0.0,0.0,0.75,0.0,,,,,,,,9575
9834,MONDO_0005148,direct_only,ENSG00000107742,SPOCK2,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2",0.0014783194187388,,,,,,0.0121586159522324,-0.1196911196911196,,0.0,0.0,,0.0,0.0,1.0,,,0.6816049999999997,0.0,-1.0,0.5,0.0,,,,,,,,9576
9835,MONDO_0005148,direct_only,ENSG00000184068,SREBF2-AS1,SREBF2 antisense RNA 1,0.0014783194187388,,,,,,0.0121586159522324,,,,,,,,,,,,,,,,,,,,,,,9577
9836,MONDO_0005148,direct_only,ENSG00000116649,SRM,spermidine synthase,0.0014783194187388,,,,,,0.0121586159522324,-0.5777164920022062,,0.0,1.0,,1.0,0.0,0.0,,,0.7350999999999999,0.0,-1.0,-1.0,0.0,,,,,,,,9578
9837,MONDO_0005148,direct_only,ENSG00000141380,SS18,SS18 subunit of BAF chromatin remodeling complex,0.0014783194187388,,,,,,0.0121586159522324,-0.7149476006618865,,0.0,0.0,,0.0,0.0,0.0,,-0.882250966984886,0.8086100000000002,0.0,-1.0,-1.0,0.0,,,,,,,,9579
9838,MONDO_0005148,direct_only,ENSG00000180879,SSR4,signal sequence receptor subunit 4,0.0014783194187388,,,,,,0.0121586159522324,,,0.0,0.0,,0.0,0.0,0.0,,,0.7687849999999997,,-1.0,0.5,0.0,,,,,,,,9580
9839,MONDO_0005148,direct_only,ENSG00000241476,SSX2,SSX family member 2,0.0014783194187388,,,,,,0.0121586159522324,,,0.0,0.0,,0.0,0.0,0.0,,,0.0,-1.0,1.0,1.0,,,,,,,,,9581
9840,MONDO_0005148,direct_only,ENSG00000268447,SSX2B,SSX family member 2B,0.0014783194187388,,,,,,0.0121586159522324,,,,,,,0.0,0.0,,,0.0,-1.0,1.0,1.0,,,,,,,,,9582
9841,MONDO_0005148,direct_only,ENSG00000138134,STAMBPL1,STAM binding protein like 1,0.0014783194187388,,,,,,0.0121586159522324,0.3459459459459459,,0.0,0.0,,0.0,1.0,0.0,,,0.5527500000000003,0.0,0.0,0.5,0.0,,,,,,,,9583
9842,MONDO_0005148,direct_only,ENSG00000131748,STARD3,StAR related lipid transfer domain containing 3,0.0014783194187388,,,,,,0.0121586159522324,-0.2670711527854384,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.6853949999999998,0.0,-1.0,-1.0,0.0,,,,,,,,9584
9843,MONDO_0005148,direct_only,ENSG00000112079,STK38,serine/threonine kinase 38,0.0014783194187388,,,,,,0.0121586159522324,-0.519580805295091,,1.0,0.0,,1.0,0.0,0.0,,-0.8408574366114924,0.935485,-0.6720424999999999,-1.0,-1.0,0.0,,,,,,,,9585
9844,MONDO_0005148,direct_only,ENSG00000094975,SUCO,SUN domain containing ossification factor,0.0014783194187388,,,,,,0.0121586159522324,-0.7563154991726421,,0.0,0.0,,0.0,0.0,0.0,,-0.8969641269901929,0.3022350000000003,,-1.0,0.5,0.0,,,,,,,,9586
9845,MONDO_0005148,direct_only,ENSG00000198203,SULT1C2,sulfotransferase family 1C member 2,0.0014783194187388,,,,,,0.0121586159522324,0.0490899062327634,,0.0,1.0,,0.0,0.0,0.0,,,0.1554049999999996,-0.0625,0.0,0.75,0.0,,,,,,,,9587
9846,MONDO_0005148,direct_only,ENSG00000088002,SULT2B1,sulfotransferase family 2B member 1,0.0014783194187388,,,,,,0.0121586159522324,-0.2009928295642581,,0.0,1.0,255.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,,,,,,,,9588
9847,MONDO_0005148,direct_only,ENSG00000241721,SUMO1P1,SUMO1 pseudogene 1,0.0014783194187388,,,,,,0.0121586159522324,,,,,,,0.0,0.0,,,,,,,,,,,,,,,9589
9849,MONDO_0005148,direct_only,ENSG00000159082,SYNJ1,synaptojanin 1,0.0014783194187388,,,,,,0.0121586159522324,-0.6454495311638169,,0.0,0.0,,1.0,0.0,0.0,,-0.8431304243827714,0.6834499999999999,0.0,-1.0,0.5,0.0,,,,,,,,9590
9850,MONDO_0005148,direct_only,ENSG00000139973,SYT16,synaptotagmin 16,0.0014783194187388,,,,,,0.0121586159522324,-0.1438499724214009,,0.0,0.0,,0.0,0.0,0.0,,,0.0,0.0,0.5,0.5,0.0,,,,,,,,9591
9851,MONDO_0005148,direct_only,ENSG00000179073,TAAR3P,"trace amine associated receptor 3, pseudogene",0.0014783194187388,,,,,,0.0121586159522324,,,,,,,1.0,0.0,,-0.1766567774881522,,,,,,,,,,,,,9592
9852,MONDO_0005148,direct_only,ENSG00000136463,TACO1,translational activator of cytochrome c oxidase I,0.0014783194187388,,,,,,0.0121586159522324,-0.2081632653061225,,0.0,0.0,,0.0,0.0,0.0,,-0.8919992996440964,0.0,,-1.0,-1.0,0.0,,,,,,,,9593
9853,MONDO_0005148,direct_only,ENSG00000141384,TAF4B,TATA-box binding protein associated factor 4b,0.0014783194187388,,,,,,0.0121586159522324,-0.5103143960286818,,0.0,0.0,,0.0,0.0,0.0,,-0.7336488263994286,0.0,0.0,0.0,-1.0,0.0,,,,,,,,9594
9854,MONDO_0005148,direct_only,ENSG00000135801,TAF5L,TATA-box binding protein associated factor 5 like,0.0014783194187388,,,,,,0.0121586159522324,-0.944180915609487,,0.0,0.0,,0.0,0.0,0.0,,,0.6689300000000002,0.0,-1.0,-1.0,0.0,,,,,,,,9595
9855,MONDO_0005148,direct_only,ENSG00000160551,TAOK1,TAO kinase 1,0.0014783194187388,,,,,,0.0121586159522324,-0.9467181467181468,1.0,1.0,0.0,,1.0,1.0,0.0,,-0.8699722109460863,0.9700299999999998,-0.1408599999999999,-1.0,-1.0,0.0,,,,,,,,9596
9856,MONDO_0005148,direct_only,ENSG00000121318,TAS2R10,taste 2 receptor member 10,0.0014783194187388,,,,,,0.0121586159522324,0.9227799227799228,,0.0,0.0,,1.0,1.0,0.0,,,0.0,0.0,,,0.0,,,,,,,,9597
9857,MONDO_0005148,direct_only,ENSG00000121075,TBX4,T-box transcription factor 4,0.0014783194187388,,,,,,0.0121586159522324,-0.8151130722559294,,0.0,0.0,,0.0,0.0,0.0,,-0.8963679522198783,0.6886450000000004,0.0,0.5,0.5,0.0,,,,,,,,9598
9858,MONDO_0005148,direct_only,ENSG00000006638,TBXA2R,thromboxane A2 receptor,0.0014783194187388,,,,,,0.0121586159522324,0.6704908990623277,,1.0,0.0,255.0,1.0,1.0,0.0,1.0,-0.7723871053489434,0.0,0.0,0.0,1.0,0.0,,,,,,,,9599
9859,MONDO_0005148,direct_only,ENSG00000152284,TCF7L1,transcription factor 7 like 1,0.0014783194187388,,,,,,0.0121586159522324,-0.7181467181467182,,0.0,0.0,255.0,0.0,0.0,0.0,,-0.919401081688242,0.7789099999999998,-0.0348649999999999,-1.0,-1.0,0.0,,,,,,,,9600
9860,MONDO_0005148,direct_only,ENSG00000167074,TEF,"TEF transcription factor, PAR bZIP family member",0.0014783194187388,,,,,,0.0121586159522324,-0.807280750137893,,0.0,0.0,,0.0,0.0,0.0,,-0.1250770947412433,0.8679850000000002,0.0,0.0,-1.0,0.0,,,,,,,,9601
9861,MONDO_0005148,direct_only,ENSG00000087510,TFAP2C,transcription factor AP-2 gamma,0.0014783194187388,,,,,,0.0121586159522324,-0.7746276889134032,,0.0,0.0,,0.0,0.0,0.0,,,0.4666649999999997,-0.0888899999999999,0.0,0.5,0.0,,,,,,,,9602
9862,MONDO_0005148,direct_only,ENSG00000090447,TFAP4,transcription factor AP-4,0.0014783194187388,,,,,,0.0121586159522324,-0.8413678985107557,,0.0,0.0,,0.0,0.0,0.0,,-0.7891796281199006,0.881655,0.0,0.0,-1.0,0.0,,,,,,,,9603
9863,MONDO_0005148,direct_only,ENSG00000005108,THSD7A,thrombospondin type 1 domain containing 7A,0.0014783194187388,,,,,,0.0121586159522324,-0.6888030888030888,,0.0,0.0,,0.0,1.0,1.0,,0.0,0.5262500000000003,0.0,0.0,0.5,0.0,,,,,,,,9604
9864,MONDO_0005148,direct_only,ENSG00000104964,TLE5,"TLE family member 5, transcriptional modulator",0.0014783194187388,,,,,,0.0121586159522324,-0.5302813017098731,,0.0,0.0,,0.0,0.0,0.0,,-0.6305241344346393,0.9746200000000002,-0.1878174999999999,-1.0,-1.0,0.0,,,,,,,,9605
9865,MONDO_0005148,direct_only,ENSG00000188735,TMEM120B,transmembrane protein 120B,0.0014783194187388,,,,,,0.0121586159522324,-0.2432432432432432,,0.0,0.0,,0.0,0.0,0.0,,,0.7197650000000003,-0.2404125,-1.0,0.5,0.0,,,,,,,,9606
9866,MONDO_0005148,direct_only,ENSG00000175877,TMEM270,transmembrane protein 270,0.0014783194187388,,,,,,0.0121586159522324,0.5971318257032543,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,1.0,1.0,0.0,,,,,,,,9607
9868,MONDO_0005148,direct_only,ENSG00000125247,TMTC4,transmembrane O-mannosyltransferase targeting cadherins 4,0.0014783194187388,,,,,,0.0121586159522324,-0.2123552123552123,,0.0,0.0,,0.0,0.0,0.0,,-0.3066473377799725,0.4144750000000002,0.0,-1.0,-1.0,0.0,,,,,,,,9608
9870,MONDO_0005148,direct_only,ENSG00000157873,TNFRSF14,TNF receptor superfamily member 14,0.0014783194187388,,,,,,0.0121586159522324,-0.2426916712630998,,0.0,0.0,,0.0,1.0,0.0,,-0.786582681177096,0.0,0.0,0.0,-1.0,0.0,,,,,255.0,,,9609
9871,MONDO_0005148,direct_only,ENSG00000120337,TNFSF18,TNF superfamily member 18,0.0014783194187388,,,,,,0.0121586159522324,0.5349145063430778,,0.0,1.0,,0.0,1.0,0.0,,0.0,0.0,,0.5,0.5,0.0,,,,,,,,9610
9872,MONDO_0005148,direct_only,ENSG00000118245,TNP1,transition protein 1,0.0014783194187388,,,,,,0.0121586159522324,-0.3297297297297297,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.363635,,0.0,1.0,0.0,,,,,,,,9611
9873,MONDO_0005148,direct_only,ENSG00000160949,TONSL,"tonsoku like, DNA repair protein",0.0014783194187388,,,,,,0.0121586159522324,0.1027027027027027,,0.0,0.0,,0.0,0.0,0.0,,-0.8556031376827541,0.0,0.0,0.0,0.5,-1.0,,,,,,,,9612
9874,MONDO_0005148,direct_only,ENSG00000205274,TRBV20OR9-2,T cell receptor beta variable 20/OR9-2 (non-functional),0.0014783194187388,,,,,,0.0121586159522324,,,,,,,,,,,0.0,-0.72973,0.5,0.5,,,,,,,,,9613
9875,MONDO_0005148,direct_only,ENSG00000188056,TREML4,triggering receptor expressed on myeloid cells like 4,0.0014783194187388,,,,,,0.0121586159522324,0.5345835631549918,,0.0,0.0,,0.0,1.0,1.0,,,0.0,0.0,1.0,0.5,0.0,,,,,,,,9614
9876,MONDO_0005148,direct_only,ENSG00000211688,TRGJP2,T cell receptor gamma joining P2,0.0014783194187388,,,,,,0.0121586159522324,,,,,,,,,,,,,0.0,0.5,,,,,,,,,9615
9877,MONDO_0005148,direct_only,ENSG00000071575,TRIB2,tribbles pseudokinase 2,0.0014783194187388,,,,,,0.0121586159522324,-0.941753998896856,,0.0,0.0,,1.0,0.0,0.0,,-0.8213767999225602,0.9125349999999998,0.0,-1.0,-1.0,0.0,,,,,,,,9616
9879,MONDO_0005148,direct_only,ENSG00000130726,TRIM28,tripartite motif containing 28,0.0014783194187388,,,,,,0.0121586159522324,-0.9720904578047436,,0.0,0.0,,0.0,0.0,0.0,,-0.8338038965130778,0.6946100000000002,0.0,-1.0,-1.0,0.0,,,,,,,,9617
9881,MONDO_0005148,direct_only,ENSG00000182173,TSEN54,tRNA splicing endonuclease subunit 54,0.0014783194187388,,,,,,0.0121586159522324,0.4627688913403198,,0.0,0.0,,0.0,0.0,0.0,,-0.6429878436343874,0.0304200000000001,,0.0,-1.0,-1.0,,,,,,,,9618
9882,MONDO_0005148,direct_only,ENSG00000134198,TSPAN2,tetraspanin 2,0.0014783194187388,,,,,,0.0121586159522324,0.3824600110314395,,0.0,0.0,,0.0,0.0,0.0,,-0.1105967329864757,0.68326,0.0,0.0,0.5,0.0,,,,,,,,9619
9884,MONDO_0005148,direct_only,ENSG00000100154,TTC28,tetratricopeptide repeat domain 28,0.0014783194187388,,,,,,0.0121586159522324,-0.809376723662438,,0.0,0.0,,0.0,0.0,0.0,,-0.6685365559772568,0.5122950000000003,0.0,0.0,-1.0,0.0,,,,,,,,9620
9885,MONDO_0005148,direct_only,ENSG00000112742,TTK,TTK protein kinase,0.0014783194187388,,,,,,0.0121586159522324,-0.483177054605626,1.0,1.0,1.0,,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.75,-1.0,,,,,,,,9621
9886,MONDO_0005148,direct_only,ENSG00000123416,TUBA1B,tubulin alpha 1b,0.0014783194187388,,,,,,0.0121586159522324,-0.987203530060673,,1.0,0.0,,1.0,0.0,0.0,1.0,,1.0,-0.9889125,-1.0,-1.0,-1.0,,,,,,,,9622
9887,MONDO_0005148,direct_only,ENSG00000196230,TUBB,tubulin beta class I,0.0014783194187388,,,,,,0.0121586159522324,-0.9680088251516824,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,,1.0,-0.9380624999999998,-1.0,-1.0,-1.0,,,,,,,,9623
9888,MONDO_0005148,direct_only,ENSG00000258947,TUBB3,tubulin beta 3 class III,0.0014783194187388,,,,,,0.0121586159522324,-0.449200220628792,1.0,1.0,0.0,,1.0,0.0,0.0,1.0,-0.6714572120299752,0.98889,-0.794445,0.0,1.0,0.0,,,,,,,,9624
9889,MONDO_0005148,direct_only,ENSG00000114383,TUSC2,"tumor suppressor 2, mitochondrial calcium regulator",0.0014783194187388,,,,,,0.0121586159522324,0.5792608935466079,,0.0,0.0,,0.0,0.0,0.0,,-0.8809007984267558,0.636365,,-1.0,-1.0,0.0,,,,,,,,9625
9890,MONDO_0005148,direct_only,ENSG00000197763,TXNRD3,thioredoxin reductase 3,0.0014783194187388,,,,,,0.0121586159522324,0.1527854384997242,,1.0,0.0,,1.0,0.0,0.0,,0.0,0.1835149999999998,-0.1213074999999999,-1.0,0.5,,,,,,,,,9626
9892,MONDO_0005148,direct_only,ENSG00000162623,TYW3,tRNA-yW synthesizing protein 3 homolog,0.0014783194187388,,,,,,0.0121586159522324,0.7670159955874241,,0.0,0.0,,0.0,1.0,0.0,,,0.0,0.0,-1.0,-1.0,0.0,,,,,,,,9627
9893,MONDO_0005148,direct_only,ENSG00000130985,UBA1,ubiquitin like modifier activating enzyme 1,0.0014783194187388,,,,,,0.0121586159522324,,1.0,0.0,0.0,,1.0,0.0,0.0,,-0.2122763534834562,0.7778849999999998,0.0,-1.0,-1.0,-1.0,,,,,,,,9628
9894,MONDO_0005148,direct_only,ENSG00000131508,UBE2D2,ubiquitin conjugating enzyme E2 D2,0.0014783194187388,,,,,,0.0121586159522324,-0.9342526199669056,,0.0,0.0,,0.0,1.0,0.0,,0.0,1.0,-0.9319725,-1.0,-1.0,0.0,,,,,,,,9629
9895,MONDO_0005148,direct_only,ENSG00000163960,UBXN7,UBX domain protein 7,0.0014783194187388,,,,,,0.0121586159522324,-0.9055708769994484,,0.0,0.0,,0.0,0.0,0.0,,,0.8875250000000001,0.0,-1.0,-1.0,0.0,,,,,,,,9630
9896,MONDO_0005148,direct_only,ENSG00000156096,UGT2B4,UDP glucuronosyltransferase family 2 member B4,0.0014783194187388,,,,,,0.0121586159522324,0.377826806398235,,0.0,0.0,,0.0,0.0,0.0,,,,-0.6496200000000002,0.5,1.0,0.0,,,,,,,,9631
9897,MONDO_0005148,direct_only,ENSG00000109103,UNC119,unc-119 lipid binding chaperone,0.0014783194187388,,,,,,0.0121586159522324,0.2989520132377274,,0.0,0.0,,0.0,0.0,0.0,,-0.6221533744154703,0.5833350000000003,0.0,-1.0,1.0,0.0,,,,,,,,9632
9898,MONDO_0005148,direct_only,ENSG00000135763,URB2,URB2 ribosome biogenesis homolog,0.0014783194187388,,,,,,0.0121586159522324,-0.3089906232763375,,0.0,0.0,,0.0,0.0,0.0,,,0.0,,-1.0,-1.0,-1.0,,,,,,,,9633
9899,MONDO_0005148,direct_only,ENSG00000111962,UST,uronyl 2-sulfotransferase,0.0014783194187388,,,,,,0.0121586159522324,-0.4111417539988968,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.8275849999999998,0.0,0.0,-1.0,0.0,,,,,,,,9634
9900,MONDO_0005148,direct_only,ENSG00000143494,VASH2,vasohibin 2,0.0014783194187388,,,,,,0.0121586159522324,0.0786541643684501,,0.0,0.0,,0.0,0.0,1.0,,,0.8732399999999998,0.0,0.0,0.5,0.0,,,,,,,,9635
9901,MONDO_0005148,direct_only,ENSG00000134086,VHL,von Hippel-Lindau tumor suppressor,0.0014783194187388,,,,,,0.0121586159522324,0.0322118036403751,1.0,1.0,0.0,255.0,1.0,0.0,0.0,,-0.9269901705632648,0.0,0.0,-1.0,-1.0,0.0,,,,,255.0,,,9636
9902,MONDO_0005148,direct_only,ENSG00000111237,VPS29,VPS29 retromer complex component,0.0014783194187388,,,,,,0.0121586159522324,-0.8422504136789851,,0.0,0.0,,0.0,0.0,0.0,,0.0,0.945055,,-1.0,-1.0,0.0,,,,,,,,9637
9903,MONDO_0005148,direct_only,ENSG00000006715,VPS41,VPS41 subunit of HOPS complex,0.0014783194187388,,,,,,0.0121586159522324,-0.1116381687810259,,0.0,0.0,,0.0,0.0,0.0,,-0.440403107978502,0.859485,,-1.0,-1.0,0.0,,,,,,,,9638
9904,MONDO_0005148,direct_only,ENSG00000062650,WAPL,WAPL cohesin release factor,0.0014783194187388,,,,,,0.0121586159522324,-0.9973524544953116,,0.0,0.0,,0.0,0.0,0.0,,,0.6806699999999999,,-1.0,-1.0,-1.0,,,,,,,,9639
9905,MONDO_0005148,direct_only,ENSG00000134987,WDR36,WD repeat domain 36,0.0014783194187388,,,,,,0.0121586159522324,-0.4274682846111417,,,,,,0.0,0.0,,-0.7555444526831953,0.4469250000000002,0.0,-1.0,-1.0,-1.0,,,,,,,,9640
